"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 10.0 percent","Margin of Error!!Total:!!Less than 10.0 percent","Estimate!!Total:!!10.0 to 14.9 percent","Margin of Error!!Total:!!10.0 to 14.9 percent","Estimate!!Total:!!15.0 to 19.9 percent","Margin of Error!!Total:!!15.0 to 19.9 percent","Estimate!!Total:!!20.0 to 24.9 percent","Margin of Error!!Total:!!20.0 to 24.9 percent","Estimate!!Total:!!25.0 to 29.9 percent","Margin of Error!!Total:!!25.0 to 29.9 percent","Estimate!!Total:!!30.0 to 34.9 percent","Margin of Error!!Total:!!30.0 to 34.9 percent","Estimate!!Total:!!35.0 to 39.9 percent","Margin of Error!!Total:!!35.0 to 39.9 percent","Estimate!!Total:!!40.0 to 49.9 percent","Margin of Error!!Total:!!40.0 to 49.9 percent","Estimate!!Total:!!50.0 percent or more","Margin of Error!!Total:!!50.0 percent or more","Estimate!!Total:!!Not computed","Margin of Error!!Total:!!Not computed",
"1400000US13063040422","Census Tract 404.22; Clayton County; Georgia","827","212","0","14","39","63","69","85","92","90","240","213","0","14","0","14","0","14","356","274","31","55",
"1400000US13063040423","Census Tract 404.23; Clayton County; Georgia","694","290","0","14","74","96","0","14","181","272","84","85","0","14","146","150","0","14","209","235","0","14",
"1400000US13063040424","Census Tract 404.24; Clayton County; Georgia","1133","233","39","37","317","258","16","24","34","55","208","119","11","32","94","97","194","144","108","85","112","177",
"1400000US13063040425","Census Tract 404.25; Clayton County; Georgia","725","277","0","20","17","31","58","77","205","146","0","20","83","75","50","73","32","42","134","93","146","193",
"1400000US13063040426","Census Tract 404.26; Clayton County; Georgia","327","118","0","14","38","47","102","92","0","14","16","24","0","14","21","40","27","42","107","63","16","23",
"1400000US13063040427","Census Tract 404.27; Clayton County; Georgia","425","222","0","14","40","60","81","122","24","35","67","108","11","17","82","69","0","14","120","109","0","14",
"1400000US13063040509","Census Tract 405.09; Clayton County; Georgia","411","168","0","14","82","82","19","27","30","36","64","72","48","42","0","14","24","40","144","116","0","14",
"1400000US13063040510","Census Tract 405.10; Clayton County; Georgia","745","202","30","45","18","25","171","124","49","53","29","48","78","76","79","99","46","53","236","137","9","15",
"1400000US13063040512","Census Tract 405.12; Clayton County; Georgia","886","217","0","14","20","35","155","137","14","29","0","14","114","94","107","136","46","46","406","193","24","41",
"1400000US13063040513","Census Tract 405.13; Clayton County; Georgia","304","265","0","20","17","24","14","22","13","21","0","20","18","28","0","20","205","244","37","45","0","20",
"1400000US13063040518","Census Tract 405.18; Clayton County; Georgia","873","242","0","20","22","35","111","115","114","88","0","20","25","36","60","83","92","87","388","177","61","71",
"1400000US13063040519","Census Tract 405.19; Clayton County; Georgia","2582","273","24","41","43","69","265","179","382","261","317","277","246","195","151","157","213","158","801","331","140","118",
"1400000US13063040521","Census Tract 405.21; Clayton County; Georgia","507","141","0","14","30","36","0","14","16","27","19","32","0","14","58","74","86","93","231","118","67","56",
"1400000US13063040522","Census Tract 405.22; Clayton County; Georgia","1130","214","0","14","26","31","124","110","38","36","74","78","169","170","68","74","20","25","442","210","169","114",
"1400000US13063040523","Census Tract 405.23; Clayton County; Georgia","674","282","117","155","42","55","29","32","71","55","49","60","43","47","21","40","0","14","276","201","26","29",
"1400000US13063040525","Census Tract 405.25; Clayton County; Georgia","379","99","18","27","17","28","75","58","28","31","50","57","0","14","0","14","37","37","135","67","19","26",
"1400000US13063040527","Census Tract 405.27; Clayton County; Georgia","536","225","0","14","0","14","35","47","103","115","0","14","87","102","0","14","122","125","189","166","0","14",
"1400000US13063040528","Census Tract 405.28; Clayton County; Georgia","629","199","0","14","20","42","27","45","62","91","140","143","0","14","109","111","46","60","225","128","0","14",
"1400000US13063040529","Census Tract 405.29; Clayton County; Georgia","279","131","0","14","65","98","0","14","28","39","0","14","19","32","0","14","7","32","160","118","0","14",
"1400000US13063040530","Census Tract 405.30; Clayton County; Georgia","837","162","0","14","0","14","235","181","0","14","48","62","85","131","0","14","201","143","242","164","26","44",
"1400000US13063040531","Census Tract 405.31; Clayton County; Georgia","978","136","0","14","52","60","0","14","60","72","119","65","145","111","54","73","89","62","395","129","64","58",
"1400000US13063040532","Census Tract 405.32; Clayton County; Georgia","590","124","44","77","125","121","158","102","97","78","21","36","23","33","0","14","8","15","48","46","66","65",
"1400000US13063040533","Census Tract 405.33; Clayton County; Georgia","987","303","0","14","76","78","22","35","0","14","0","14","113","109","12","20","106","99","566","304","92","105",
"1400000US13063040534","Census Tract 405.34; Clayton County; Georgia","359","175","0","14","0","14","0","14","95","86","61","76","0","14","53","82","0","14","141","127","9","17",
"1400000US13063040535","Census Tract 405.35; Clayton County; Georgia","688","230","63","82","103","164","139","128","130","132","90","70","47","64","22","44","0","14","64","74","30","52",
"1400000US13063040536","Census Tract 405.36; Clayton County; Georgia","460","359","0","14","0","14","112","80","27","42","0","14","239","345","0","14","20","30","62","65","0","14",
"1400000US13063040537","Census Tract 405.37; Clayton County; Georgia","651","261","70","112","0","20","118","158","113","111","158","164","34","45","1","2","33","51","124","170","0","20",
"1400000US13063040538","Census Tract 405.38; Clayton County; Georgia","432","146","0","14","16","26","23","39","14","29","186","157","33","59","37","47","30","34","52","67","41","66",
"1400000US13063040606","Census Tract 406.06; Clayton County; Georgia","430","158","38","48","0","20","0","20","81","96","97","97","20","34","31","43","53","65","99","74","11","19",
"1400000US13063040609","Census Tract 406.09; Clayton County; Georgia","1156","399","0","20","145","143","480","354","156","148","0","20","0","20","126","118","50","58","145","139","54","61",
"1400000US13063040614","Census Tract 406.14; Clayton County; Georgia","365","129","34","52","0","20","25","39","0","20","9","20","26","35","13","22","30","34","228","116","0","20",
"1400000US13063040615","Census Tract 406.15; Clayton County; Georgia","184","80","0","14","20","31","5","10","27","25","0","14","28","36","0","14","100","63","4","7","0","14",
"1400000US13063040617","Census Tract 406.17; Clayton County; Georgia","263","72","0","14","68","59","14","22","32","30","0","14","19","24","0","14","3","9","102","79","25","38",
"1400000US13063040623","Census Tract 406.23; Clayton County; Georgia","665","167","0","20","88","88","47","75","90","67","64","73","20","33","0","20","0","20","356","178","0","20",
"1400000US13063040624","Census Tract 406.24; Clayton County; Georgia","215","143","0","14","0","14","0","14","0","14","8","16","0","14","0","14","0","14","162","146","45","45",
"1400000US13063040625","Census Tract 406.25; Clayton County; Georgia","852","289","0","14","4","10","26","41","125","180","181","146","124","103","0","14","194","187","198","120","0","14",
"1400000US13063040626","Census Tract 406.26; Clayton County; Georgia","567","166","0","20","45","61","98","78","56","77","20","32","106","110","21","35","65","75","156","111","0","20",
"1400000US13063040627","Census Tract 406.27; Clayton County; Georgia","455","180","0","20","9","16","0","20","37","55","68","64","0","20","0","20","37","49","172","147","132","126",
"1400000US13063040628","Census Tract 406.28; Clayton County; Georgia","74","75","0","14","37","60","0","14","0","14","0","14","0","14","0","14","0","14","37","44","0","14",
"1400000US13063040629","Census Tract 406.29; Clayton County; Georgia","548","233","0","14","172","126","95","63","116","108","8","14","0","14","0","14","20","34","137","147","0","14",
"1400000US13063040630","Census Tract 406.30; Clayton County; Georgia","1167","329","232","176","18","34","0","14","243","222","0","14","130","164","29","59","312","215","200","191","3","5",
"1400000US13063040631","Census Tract 406.31; Clayton County; Georgia","452","165","29","41","55","57","99","76","51","61","106","108","0","20","0","20","39","41","57","61","16","23",
"1400000US13063040632","Census Tract 406.32; Clayton County; Georgia","2129","646","34","36","65","97","228","167","127","167","291","191","296","257","284","212","124","151","680","593","0","20",
"1400000US13063040633","Census Tract 406.33; Clayton County; Georgia","323","181","7","12","20","32","0","14","0","14","0","14","30","49","40","54","10","15","107","79","109","170",
"1400000US13063040634","Census Tract 406.34; Clayton County; Georgia","1270","260","0","14","104","104","27","44","185","118","95","105","0","14","104","111","124","96","551","313","80","85",
"1400000US13063040635","Census Tract 406.35; Clayton County; Georgia","359","146","103","78","67","76","12","20","0","14","0","14","11","14","0","14","133","122","0","14","33","36",
"1400000US13063040636","Census Tract 406.36; Clayton County; Georgia","150","134","0","20","8","15","32","52","0","20","0","20","0","20","0","20","0","20","110","125","0","20",
"1400000US13063040637","Census Tract 406.37; Clayton County; Georgia","723","240","0","14","25","46","152","142","38","63","101","116","147","180","27","46","127","132","106","69","0","14",
"1400000US13063040638","Census Tract 406.38; Clayton County; Georgia","317","159","0","14","0","14","27","49","45","50","0","14","0","14","45","74","52","76","148","121","0","14",
"1400000US13063040639","Census Tract 406.39; Clayton County; Georgia","62","77","0","14","0","14","0","14","16","29","0","14","0","14","46","73","0","14","0","14","0","14",
"1400000US13063980000","Census Tract 9800; Clayton County; Georgia","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US13067030104","Census Tract 301.04; Cobb County; Georgia","680","242","109","142","7","12","23","26","58","40","107","64","28","27","136","159","60","36","122","95","30","26",
"1400000US13067030107","Census Tract 301.07; Cobb County; Georgia","152","60","0","14","4","7","0","14","17","29","6","10","47","39","20","23","7","12","39","37","12","18",
