"GEO_ID","NAME","B25037_001E","B25037_001M","B25037_002E","B25037_002M","B25037_003E","B25037_003M",
"Geography","Geographic Area Name","Estimate!!Median year structure built --!!Total:","Margin of Error!!Median year structure built --!!Total:","Estimate!!Median year structure built --!!Owner occupied","Margin of Error!!Median year structure built --!!Owner occupied","Estimate!!Median year structure built --!!Renter occupied","Margin of Error!!Median year structure built --!!Renter occupied",
"1400000US13063040627","Census Tract 406.27; Clayton County; Georgia","1988","5","1989","16","1985","8",
"1400000US13063040628","Census Tract 406.28; Clayton County; Georgia","1992","4","1993","4","1976","8",
"1400000US13063040629","Census Tract 406.29; Clayton County; Georgia","1986","7","1982","6","1996","14",
"1400000US13063040630","Census Tract 406.30; Clayton County; Georgia","1982","12","2003","12","1977","18",
"1400000US13063040631","Census Tract 406.31; Clayton County; Georgia","2001","3","2002","3","1989","12",
"1400000US13063040632","Census Tract 406.32; Clayton County; Georgia","2001","3","2001","5","2001","3",
"1400000US13063040633","Census Tract 406.33; Clayton County; Georgia","1982","3","1979","4","1985","3",
"1400000US13063040634","Census Tract 406.34; Clayton County; Georgia","1975","3","1974","23","1975","3",
"1400000US13063040635","Census Tract 406.35; Clayton County; Georgia","1964","7","1959","6","1969","8",
"1400000US13063040636","Census Tract 406.36; Clayton County; Georgia","2004","2","2004","2","2003","6",
"1400000US13063040637","Census Tract 406.37; Clayton County; Georgia","2007","2","2008","3","2007","2",
"1400000US13063040638","Census Tract 406.38; Clayton County; Georgia","1996","2","1997","2","1993","3",
"1400000US13063040639","Census Tract 406.39; Clayton County; Georgia","2008","4","2008","4","-","**",
"1400000US13063980000","Census Tract 9800; Clayton County; Georgia","-","**","-","**","-","**",
"1400000US13067030104","Census Tract 301.04; Cobb County; Georgia","1996","5","1994","5","1998","20",
"1400000US13067030107","Census Tract 301.07; Cobb County; Georgia","1998","2","1998","2","1998","3",
"1400000US13067030108","Census Tract 301.08; Cobb County; Georgia","1998","4","1998","4","1997","11",
"1400000US13067030109","Census Tract 301.09; Cobb County; Georgia","1995","4","1999","5","1990","15",
"1400000US13067030110","Census Tract 301.10; Cobb County; Georgia","1999","3","1997","2","2006","6",
"1400000US13067030111","Census Tract 301.11; Cobb County; Georgia","1995","5","1994","5","2011","20",
"1400000US13067030112","Census Tract 301.12; Cobb County; Georgia","1998","3","2003","3","1995","4",
"1400000US13067030113","Census Tract 301.13; Cobb County; Georgia","1996","2","1996","2","1997","4",
"1400000US13067030220","Census Tract 302.20; Cobb County; Georgia","1986","2","1986","2","1989","6",
"1400000US13067030233","Census Tract 302.33; Cobb County; Georgia","1989","2","1989","2","-","**",
"1400000US13067030235","Census Tract 302.35; Cobb County; Georgia","1995","1","1995","2","1992","7",
"1400000US13067030236","Census Tract 302.36; Cobb County; Georgia","1997","2","1997","2","1997","8",
"1400000US13067030240","Census Tract 302.40; Cobb County; Georgia","1991","3","1993","3","1984","6",
"1400000US13067030241","Census Tract 302.41; Cobb County; Georgia","1995","1","1995","1","2003","23",
"1400000US13067030242","Census Tract 302.42; Cobb County; Georgia","1993","2","1993","2","1993","7",
"1400000US13067030243","Census Tract 302.43; Cobb County; Georgia","1988","4","1989","3","1987","26",
"1400000US13067030244","Census Tract 302.44; Cobb County; Georgia","1998","3","1998","3","-","**",
"1400000US13067030245","Census Tract 302.45; Cobb County; Georgia","1996","2","1997","1","1995","1",
"1400000US13067030246","Census Tract 302.46; Cobb County; Georgia","1980","6","1978","8","1985","8",
"1400000US13067030247","Census Tract 302.47; Cobb County; Georgia","1993","5","1986","3","1995","5",
"1400000US13067030248","Census Tract 302.48; Cobb County; Georgia","2007","7","1990","11","2012","3",
"1400000US13067030249","Census Tract 302.49; Cobb County; Georgia","2004","2","2005","2","2002","3",
"1400000US13067030250","Census Tract 302.50; Cobb County; Georgia","1993","6","1993","6","-","**",
"1400000US13067030251","Census Tract 302.51; Cobb County; Georgia","1994","6","1994","5","-","**",
"1400000US13067030252","Census Tract 302.52; Cobb County; Georgia","1997","2","1997","3","1985","10",
"1400000US13067030253","Census Tract 302.53; Cobb County; Georgia","1999","5","2001","4","-","**",
"1400000US13067030254","Census Tract 302.54; Cobb County; Georgia","1999","2","2000","3","1996","2",
"1400000US13067030255","Census Tract 302.55; Cobb County; Georgia","1999","2","1997","3","2001","4",
"1400000US13067030256","Census Tract 302.56; Cobb County; Georgia","2003","2","2003","2","-","**",
"1400000US13067030257","Census Tract 302.57; Cobb County; Georgia","2004","2","2004","2","2003","4",
"1400000US13067030258","Census Tract 302.58; Cobb County; Georgia","1995","3","1991","6","2013","3",
"1400000US13067030259","Census Tract 302.59; Cobb County; Georgia","1994","6","1989","9","1996","4",
"1400000US13067030260","Census Tract 302.60; Cobb County; Georgia","2002","2","2002","2","1999","7",
"1400000US13067030261","Census Tract 302.61; Cobb County; Georgia","1997","2","1997","1","1995","2",
"1400000US13067030262","Census Tract 302.62; Cobb County; Georgia","1998","3","1999","4","1993","11",
"1400000US13067030263","Census Tract 302.63; Cobb County; Georgia","1987","3","1988","4","1980","8",
"1400000US13067030264","Census Tract 302.64; Cobb County; Georgia","1998","6","1999","7","1978","9",
"1400000US13067030265","Census Tract 302.65; Cobb County; Georgia","2004","3","2004","3","2005","24",
"1400000US13067030266","Census Tract 302.66; Cobb County; Georgia","1996","3","1996","3","-","**",
"1400000US13067030267","Census Tract 302.67; Cobb County; Georgia","2001","3","2001","3","-","**",
"1400000US13067030268","Census Tract 302.68; Cobb County; Georgia","2000","5","2000","5","-","**",
"1400000US13067030269","Census Tract 302.69; Cobb County; Georgia","1999","5","1999","5","1986","9",
"1400000US13067030270","Census Tract 302.70; Cobb County; Georgia","1990","3","1990","3","1977","3",
"1400000US13067030271","Census Tract 302.71; Cobb County; Georgia","1997","2","1998","2","1994","3",
"1400000US13067030272","Census Tract 302.72; Cobb County; Georgia","1986","2","1987","2","1983","3",
"1400000US13067030273","Census Tract 302.73; Cobb County; Georgia","1988","2","1989","2","1985","2",
"1400000US13067030274","Census Tract 302.74; Cobb County; Georgia","1987","3","1986","4","1988","4",
"1400000US13067030275","Census Tract 302.75; Cobb County; Georgia","1994","3","1992","4","2000","5",
"1400000US13067030276","Census Tract 302.76; Cobb County; Georgia","1996","4","1996","4","-","**",
"1400000US13067030277","Census Tract 302.77; Cobb County; Georgia","1995","2","1995","2","-","**",
"1400000US13067030278","Census Tract 302.78; Cobb County; Georgia","1996","14","1989","7","2011","7",
"1400000US13067030319","Census Tract 303.19; Cobb County; Georgia","1984","2","1984","2","1978","4",
"1400000US13067030322","Census Tract 303.22; Cobb County; Georgia","1984","2","1984","3","1985","6",
"1400000US13067030324","Census Tract 303.24; Cobb County; Georgia","1984","2","1985","2","1980","6",
"1400000US13067030326","Census Tract 303.26; Cobb County; Georgia","1988","1","1988","1","1980","7",
"1400000US13067030327","Census Tract 303.27; Cobb County; Georgia","1980","3","1980","3","1982","7",
"1400000US13067030329","Census Tract 303.29; Cobb County; Georgia","1985","2","1986","2","1976","4",
"1400000US13067030331","Census Tract 303.31; Cobb County; Georgia","1984","3","1984","3","1975","35",
"1400000US13067030332","Census Tract 303.32; Cobb County; Georgia","1979","2","1979","2","1980","6",
"1400000US13067030334","Census Tract 303.34; Cobb County; Georgia","1982","2","1983","1","1978","4",
"1400000US13067030335","Census Tract 303.35; Cobb County; Georgia","1983","2","1983","2","1981","7",
"1400000US13067030337","Census Tract 303.37; Cobb County; Georgia","1981","2","1981","3","1994","4",
"1400000US13067030340","Census Tract 303.40; Cobb County; Georgia","1986","2","1987","2","1985","7",
"1400000US13067030341","Census Tract 303.41; Cobb County; Georgia","1987","1","1987","1","1985","2",
"1400000US13067030342","Census Tract 303.42; Cobb County; Georgia","1986","2","1986","1","1978","7",
"1400000US13067030343","Census Tract 303.43; Cobb County; Georgia","1988","2","1988","2","-","**",
"1400000US13067030344","Census Tract 303.44; Cobb County; Georgia","1984","3","1984","3","1983","4",
"1400000US13067030345","Census Tract 303.45; Cobb County; Georgia","2011","2","2001","6","2012","2",
"1400000US13067030346","Census Tract 303.46; Cobb County; Georgia","1980","4","1979","4","1980","7",
"1400000US13067030347","Census Tract 303.47; Cobb County; Georgia","1987","1","1988","2","1986","2",
"1400000US13067030348","Census Tract 303.48; Cobb County; Georgia","1985","4","1987","3","1973","9",
"1400000US13067030349","Census Tract 303.49; Cobb County; Georgia","1981","4","1980","4","1984","12",
"1400000US13067030350","Census Tract 303.50; Cobb County; Georgia","1983","5","1984","6","1980","11",
"1400000US13067030351","Census Tract 303.51; Cobb County; Georgia","1985","8","1985","8","-","**",
"1400000US13067030352","Census Tract 303.52; Cobb County; Georgia","1991","6","1989","6","2013","17",
"1400000US13067030353","Census Tract 303.53; Cobb County; Georgia","2004","1","2005","1","2001","6",
"1400000US13067030354","Census Tract 303.54; Cobb County; Georgia","1986","1","1986","1","1986","3",
"1400000US13067030355","Census Tract 303.55; Cobb County; Georgia","1984","4","-","**","1984","4",
"1400000US13067030356","Census Tract 303.56; Cobb County; Georgia","1986","3","2003","2","1983","3",
"1400000US13067030357","Census Tract 303.57; Cobb County; Georgia","1978","2","1978","2","1977","5",
"1400000US13067030358","Census Tract 303.58; Cobb County; Georgia","1985","4","1985","5","1988","8",
"1400000US13067030359","Census Tract 303.59; Cobb County; Georgia","1985","3","1985","3","1995","4",
"1400000US13067030360","Census Tract 303.60; Cobb County; Georgia","1990","5","1990","6","-","**",
"1400000US13067030361","Census Tract 303.61; Cobb County; Georgia","1983","3","1983","2","1982","9",
"1400000US13067030362","Census Tract 303.62; Cobb County; Georgia","1980","4","1981","4","1978","11",
"1400000US13067030363","Census Tract 303.63; Cobb County; Georgia","1983","3","1983","3","1984","2",
