"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US13057091006","Census Tract 910.06; Cherokee County; Georgia","4475","449","4084","460","3740","429","162","158","13","22","37","50","0","14","51","83","81","89","0","14","81","89","391","244","108","136","5","11","11","16","9","16","0","14","22","30","236","193","226","193","10","16",
"1400000US13057091007","Census Tract 910.07; Cherokee County; Georgia","7194","1087","6351","1080","5498","1017","488","503","0","20","66","99","0","20","0","20","299","241","14","23","285","240","843","336","200","233","0","20","0","20","0","20","0","20","126","148","517","359","449","344","68","107",
"1400000US13057091009","Census Tract 910.09; Cherokee County; Georgia","6469","679","5413","759","3982","560","832","292","0","20","113","137","0","20","0","20","486","398","390","397","96","109","1056","540","422","385","24","46","0","20","0","20","0","20","286","343","324","249","324","249","0","20",
"1400000US13057091010","Census Tract 910.10; Cherokee County; Georgia","3109","562","3083","562","2890","554","61","74","0","14","85","91","0","14","0","14","47","66","21","45","26","49","26","41","0","14","0","14","0","14","0","14","0","14","20","35","6","24","6","24","0","14",
"1400000US13057091011","Census Tract 910.11; Cherokee County; Georgia","4351","765","4019","759","3419","772","304","255","11","16","0","14","0","14","12","19","273","193","86","129","187","156","332","224","0","14","0","14","0","14","0","14","0","14","74","125","258","176","221","174","37","59",
"1400000US13057091012","Census Tract 910.12; Cherokee County; Georgia","4215","690","2983","476","2823","489","0","14","0","14","60","65","0","14","0","14","100","88","18","31","82","65","1232","572","359","467","0","14","0","14","0","14","0","14","256","162","617","407","617","407","0","14",
"1400000US13057091013","Census Tract 910.13; Cherokee County; Georgia","5481","1028","4676","949","2824","467","1526","905","4","7","185","149","0","20","0","20","137","143","0","20","137","143","805","443","69","58","0","20","95","115","0","20","0","20","600","408","41","48","41","48","0","20",
"1400000US13057091014","Census Tract 910.14; Cherokee County; Georgia","4731","697","3856","555","2246","428","1041","308","0","14","4","55","0","14","392","452","173","120","21","34","152","117","875","537","424","397","0","14","68","101","0","14","0","14","275","278","108","136","39","51","69","123",
"1400000US13057091101","Census Tract 911.01; Cherokee County; Georgia","6388","686","5705","725","5144","582","170","256","0","20","84","107","0","20","0","20","307","296","178","260","129","107","683","386","112","88","0","20","0","20","0","20","0","20","324","350","247","239","13","24","234","233",
"1400000US13057091104","Census Tract 911.04; Cherokee County; Georgia","5727","793","4916","735","3211","809","715","199","0","20","745","432","0","20","0","20","245","140","25","46","220","138","811","344","114","123","0","20","0","20","0","20","0","20","207","238","490","313","431","250","59","97",
"1400000US13057091105","Census Tract 911.05; Cherokee County; Georgia","5339","1051","3669","568","3399","568","68","117","0","20","42","91","0","20","0","20","160","111","0","20","160","111","1670","806","932","474","0","20","0","20","0","20","0","20","57","92","681","611","681","611","0","20",
"1400000US13057091106","Census Tract 911.06; Cherokee County; Georgia","5299","947","4636","899","3752","936","597","392","0","20","260","227","0","20","0","20","27","25","13","21","14","17","663","400","138","105","0","20","76","115","0","20","0","20","300","366","149","137","100","76","49","79",
"1400000US13057091107","Census Tract 911.07; Cherokee County; Georgia","4263","1051","3787","1032","3073","1008","439","427","0","14","175","192","0","14","0","14","100","119","0","14","100","119","476","270","58","72","0","14","16","27","0","14","0","14","84","68","318","225","318","225","0","14",
"1400000US13057091108","Census Tract 911.08; Cherokee County; Georgia","1560","232","1310","277","1175","251","62","60","0","14","19","30","10","17","3","7","41","39","11","18","30","36","250","182","5","8","0","14","22","38","0","14","0","14","161","170","62","65","62","65","0","14",
